location,year,category,rank,query
Brazil,2020,TV,4,Bom Sucesso
Brazil,2020,TV,5,Amor de mãe
Bulgaria,2020,Коронавирус,1,коронавирус съвети
Bulgaria,2020,Коронавирус,2,коронавирус новини
Bulgaria,2020,Коронавирус,3,worldometers
Bulgaria,2020,Коронавирус,4,единен информационен портал
Bulgaria,2020,Коронавирус,5,извънредно положение
Bulgaria,2020,Личности,1,Васил Божков
Bulgaria,2020,Личности,2,Джо Байдън
Bulgaria,2020,Личности,3,Доналд Тръмп
Bulgaria,2020,Личности,4,Ким Чен Ун
Bulgaria,2020,Личности,5,Генерал Венцислав Мутафчийски
Bulgaria,2020,Рецепти,1,леща рецепта
Bulgaria,2020,Рецепти,2,кисело зеле рецепта
Bulgaria,2020,Рецепти,3,крем брюле рецепта
Bulgaria,2020,Рецепти,4,тирамису рецепта
Bulgaria,2020,Рецепти,5,мусака рецепта
Canada,2020,Searches,1,US election
Canada,2020,Searches,2,Coronavirus
Canada,2020,Searches,3,Kobe Bryant
Canada,2020,Searches,4,Zoom
Canada,2020,Searches,5,Raptors
Canada,2020,Canadian News,1,Coronavirus
Canada,2020,Canadian News,2,CERB
Canada,2020,Canadian News,3,Air Canada stock
Canada,2020,Canadian News,4,Nova Scotia shooting
Canada,2020,Canadian News,5,Blackout Tuesday
Canada,2020,People,1,Kim Jong Un
Canada,2020,People,2,Joe Biden
Canada,2020,People,3,Kamala Harris
Canada,2020,People,4,Boris Johnson
Canada,2020,People,5,Jacob Blake
Canada,2020,Athletes,1,Ryan Newman
Canada,2020,Athletes,2,Jay Bouwmeester
Canada,2020,Athletes,3,Bubba Wallace
Canada,2020,Athletes,4,Tyson Fury
Canada,2020,Athletes,5,Rudy Gobert
Canada,2020,Losses,1,Kobe Bryant
Canada,2020,Losses,2,Naya Rivera
Canada,2020,Losses,3,Alex Trebek
Canada,2020,Losses,4,George Floyd
Canada,2020,Losses,5,Chadwick Boseman
Canada,2020,Movies,1,Parasite
Canada,2020,Movies,2,Contagion
Canada,2020,Movies,3,Black Panther
Canada,2020,Movies,4,Borat 2
Canada,2020,Movies,5,Little Women
Canada,2020,TV Shows,1,Tiger King
Canada,2020,TV Shows,2,The Queen's Gambit
Canada,2020,TV Shows,3,Ozark
Canada,2020,TV Shows,4,Cobra Kai
Canada,2020,TV Shows,5,Money Heist
Canada,2020,Memes,1,Tiger King memes
Canada,2020,Memes,2,Quarantine memes
Canada,2020,Memes,3,Among Us memes
Canada,2020,Memes,4,Funny Valentine's memes
Canada,2020,Memes,5,Carole Baskin memes
Canada,2020,Season Finale,1,Station 19 season finale
Canada,2020,Season Finale,2,This Is Us season finale
Canada,2020,Season Finale,3,Grey's Anatomy season finale
Canada,2020,Season Finale,4,The Good Doctor season finale
Canada,2020,Season Finale,5,New Amsterdam season finale
Canada,2020,Recipe,1,Easy cookie recipes
Canada,2020,Recipe,2,Buttermilk recipes
Canada,2020,Recipe,3,Butternut squash recipes
Canada,2020,Recipe,4,Sourdough discard recipes
Canada,2020,Recipe,5,Scalloped potatoes recipes
Canada,2020,Diets,1,The Sirtfood diet
Canada,2020,Diets,2,GERD diet
Canada,2020,Diets,3,The Candida diet
Canada,2020,Diets,4,Keto diet
Canada,2020,Diets,5,Plant-based diet
Canada,2020,Workout,1,Resistance band workout
Canada,2020,Workout,2,Chloe Ting workout
Canada,2020,Workout,3,Insanity workout
Canada,2020,Workout,4,Home workout
Canada,2020,Workout,5,Murph workout
Canada,2020,Definition,1,Pandemic
Canada,2020,Definition,2,Systemic racism
Canada,2020,Definition,3,Social distancing
Canada,2020,Definition,4,Furlough
Canada,2020,Definition,5,Epidemic
Canada,2020,Why...,1,Why are people buying toilet paper?
Canada,2020,Why...,2,Why was George Floyd stopped?
Canada,2020,Why...,3,Why is it called COVID-19?
Canada,2020,Why...,4,Why did Kobe have 2 numbers?
Canada,2020,Why...,5,Why is Nevada taking so long?
Canada,2020,What...,1,What is Coronavirus?
Canada,2020,What...,2,What does WAP mean?
Canada,2020,What...,3,What is Antifa?
Canada,2020,What...,4,What is a pandemic?
Canada,2020,What...,5,What is Juneteenth?
Canada,2020,How to...,1,How to apply for EI
Canada,2020,How to...,2,How to make hand sanitizer
Canada,2020,How to...,3,How to apply for CERB
Canada,2020,How to...,4,How to make a mask
Canada,2020,How to...,5,How to cut your own hair
Canada,2020,NBA Teams,1,Toronto Raptors
Canada,2020,NBA Teams,2,Los Angeles Lakers
Canada,2020,NBA Teams,3,Boston Celtics
Canada,2020,NBA Teams,4,Miami Heat
Canada,2020,NBA Teams,5,Los Angeles Clippers
Canada,2020,NHL Teams,1,Toronto Maple Leafs
Canada,2020,NHL Teams,2,Montréal Canadiens
Canada,2020,NHL Teams,3,Vancouver Canucks
Canada,2020,NHL Teams,4,Edmonton Oilers
Canada,2020,NHL Teams,5,Calgary Flames
Canada,2020,L’année en recherches au Québec 2020,1,Coronavirus
Canada,2020,L’année en recherches au Québec 2020,2,Zoom
Canada,2020,L’année en recherches au Québec 2020,3,Élections américaines 2020
Canada,2020,L’année en recherches au Québec 2020,4,PCU
Canada,2020,L’année en recherches au Québec 2020,5,Martin Carpentier
Canada,2020,Top recherches - Nouvelles canadiennes 2020,1,Coronavirus
Canada,2020,Top recherches - Nouvelles canadiennes 2020,2,CERB/PCU
Canada,2020,Top recherches - Nouvelles canadiennes 2020,3,Air Canada actions
Canada,2020,Top recherches - Nouvelles canadiennes 2020,4,Fusillades en Nouvelle-Écosse
Canada,2020,Top recherches - Nouvelles canadiennes 2020,5,Blackout Tuesday
Canada,2020,Top recherches - Comment..? au Québec 2020,1,Comment faire un masque?
Canada,2020,Top recherches - Comment..? au Québec 2020,2,Comment perdre du poids?
Canada,2020,Top recherches - Comment..? au Québec 2020,3,Comment rembourser la PCU?
Canada,2020,Top recherches - Comment..? au Québec 2020,4,Comment couper les cheveux d'un homme?
Canada,2020,Top recherches - Comment..? au Québec 2020,5,Comment acheter des actions?
Canada,2020,Top recherches de recettes au Québec 2020,1,Recette de pain Ricardo
Canada,2020,Top recherches de recettes au Québec 2020,2,Geneviève O'gleman recettes
Canada,2020,Top recherches de recettes au Québec 2020,3,Burrata recette
Canada,2020,Top recherches de recettes au Québec 2020,4,Recette pâte à pizza
Canada,2020,Top recherches de recettes au Québec 2020,5,Recette café glacé
Canada,2020,Top recherches - Quand..? au Québec 2020,1,Quand rembourser la PCU?
Canada,2020,Top recherches - Quand..? au Québec 2020,2,Quand se faire tester pour la COVID?
Canada,2020,Top recherches - Quand..? au Québec 2020,3,Quand faire un test de grossesse?
Canada,2020,Top recherches - Quand..? au Québec 2020,4,Quand planter des légumes?
Canada,2020,Top recherches - Quand..? au Québec 2020,5,Quoi faire quand on s'ennuie
Canada,2020,Top séries au Canada 2020,1,Tiger King
Canada,2020,Top séries au Canada 2020,2,The Queen's Gambit
Canada,2020,Top séries au Canada 2020,3,Ozark
Canada,2020,Top séries au Canada 2020,4,Cobra Kai
Canada,2020,Top séries au Canada 2020,5,Money Heist
Chile,2020,Tendencias 2020,1,Comisaría virtual
Chile,2020,Tendencias 2020,2,Coronavirus
Chile,2020,Tendencias 2020,3,Servel
Chile,2020,Tendencias 2020,4,Elecciones Estados Unidos
Chile,2020,Tendencias 2020,5,Registro Social de Hogares
Chile,2020,Qué es,1,¿Qué es el coronavirus?
Chile,2020,Qué es,2,¿Qué es Tusa?
Chile,2020,Qué es,3,¿Qué es una pandemia?
Chile,2020,Qué es,4,¿Qué es Estado de Catástrofe?
Chile,2020,Qué es,5,¿Qué es OnlyFans?
Chile,2020,Cómo,1,¿Cómo saber en qué AFP estoy?
Chile,2020,Cómo,2,¿Cómo postular al bono Clase Media 500 mil pesos?
Chile,2020,Cómo,3,¿Cómo saber si soy vocal de mesa?
Chile,2020,Cómo,4,¿Cómo saber cuánto tengo en mi AFP?
Chile,2020,Cómo,5,¿Cómo obtener clave única?
Chile,2020,Personajes,1,Kobe Bryant
Chile,2020,Personajes,2,Diego Armando Maradona
Chile,2020,Personajes,3,Christian Garín
Chile,2020,Personajes,4,Enrique Paris
Chile,2020,Personajes,5,Nano Calderón
Chile,2020,En casa,1,Ejercicios en casa
Chile,2020,En casa,2,Manualidades para hacer en casa
Chile,2020,En casa,3,Festival Quédate en Casa
Chile,2020,En casa,4,¿Cómo hacer mascarillas en casa?
Chile,2020,En casa,5,Fondéate en tu casa
Chile,2020,Recetas,1,Receta de panqueques
Chile,2020,Recetas,2,Receta de pie de limón
Chile,2020,Recetas,3,Receta de pan amasado
Chile,2020,Recetas,4,Receta de masa de pizza
Chile,2020,Recetas,5,Receta de sopaipillas con zapallo
Colombia,2020,Tendencias 2020,1,Coronavirus
Colombia,2020,Tendencias 2020,2,Elecciones Estados Unidos
Colombia,2020,Tendencias 2020,3,Zoom
Colombia,2020,Tendencias 2020,4,Google Classroom
Colombia,2020,Tendencias 2020,5,Ingreso solidario
Colombia,2020,Covid-19 en Colombia,1,Coronavirus en Colombia
Colombia,2020,Covid-19 en Colombia,2,Ingreso solidario
Colombia,2020,Covid-19 en Colombia,3,Síntomas del coronavirus
Colombia,2020,Covid-19 en Colombia,4,Casos de coronavirus en Colombia
Colombia,2020,Covid-19 en Colombia,5,Devolución del IVA
Colombia,2020,En casa,1,Ejercicios en casa
Colombia,2020,En casa,2,Diploma especial quédate en casa
Colombia,2020,En casa,3,Aeróbicos en casa
Colombia,2020,En casa,4,Cardio en casa
Colombia,2020,En casa,5,Fotos Tumblr en casa
Colombia,2020,Acontecimientos del año,1,Elecciones Estados Unidos
Colombia,2020,Acontecimientos del año,2,Carnaval de Barranquilla
Colombia,2020,Acontecimientos del año,3,Día de la Independencia de Colombia
Colombia,2020,Acontecimientos del año,4,Cuarentena Colombia
Colombia,2020,Acontecimientos del año,5,Día del Padre 2020
Colombia,2020,Eventos deportivos,1,Liga Betplay
Colombia,2020,Eventos deportivos,2,Champions League
Colombia,2020,Eventos deportivos,3,Tour de Francia
Colombia,2020,Eventos deportivos,4,Eliminatorias Qatar 2022
Colombia,2020,Eventos deportivos,5,Premier League
Colombia,2020,Personalidades,1,Joe Biden
Colombia,2020,Personalidades,2,Donald Trump
Colombia,2020,Personalidades,3,Daniella Álvarez
Colombia,2020,Personalidades,4,Will Smith
Colombia,2020,Personalidades,5,Kim Jong-un
Colombia,2020,Los que se fueron,1,Kobe Bryant
Colombia,2020,Los que se fueron,2,Maradona
Colombia,2020,Los que se fueron,3,Naya Rivera
Colombia,2020,Los que se fueron,4,Chadwick Boseman
Colombia,2020,Los que se fueron,5,Juan David Aldana
Colombia,2020,"Novelas, series y programas de TV",1,Pa' quererte
Colombia,2020,"Novelas, series y programas de TV",2,Pasión de gavilanes
Colombia,2020,"Novelas, series y programas de TV",3,Enfermeras
Colombia,2020,"Novelas, series y programas de TV",4,Pedro el escamoso
Colombia,2020,"Novelas, series y programas de TV",5,Amar y vivir
Colombia,2020,Películas,1,Milagro en la celda 7
Colombia,2020,Películas,2,365 Dni
Colombia,2020,Películas,3,Annabelle
Colombia,2020,Películas,4,Wonder
Colombia,2020,Películas,5,Pantera negra
Colombia,2020,Letras de canciones,1,Tusa
Colombia,2020,Letras de canciones,2,Safaera
Colombia,2020,Letras de canciones,3,Dákiti
Colombia,2020,Letras de canciones,4,Dance Monkey
Colombia,2020,Letras de canciones,5,Vida de rico
Colombia,2020,Preguntas del año,1,¿Quién ganó las elecciones en EE.UU.?
Colombia,2020,Preguntas del año,2,¿Cuántos casos de coronavirus hay en Colombia?
Colombia,2020,Preguntas del año,3,¿Hasta cuándo va la cuarentena en Colombia?
Colombia,2020,Preguntas del año,4,¿Qué es el coronavirus?
Colombia,2020,Preguntas del año,5,¿Cuántos camellos valgo?
Colombia,2020,¿Cómo...?,1,¿Cómo van las votaciones en USA?
Colombia,2020,¿Cómo...?,2,¿Cómo saber si soy beneficiario del ingreso solidario?
Colombia,2020,¿Cómo...?,3,¿Cómo hacer gel antibacterial?
Colombia,2020,¿Cómo...?,4,¿Cómo hacer tapabocas?
Colombia,2020,¿Cómo...?,5,¿Cómo va el coronavirus en Colombia?
Colombia,2020,¿Qué significa...?,1,¿Qué significa suánfonzon?
Colombia,2020,¿Qué significa...?,2,¿Qué significa 👉👈?
Colombia,2020,¿Qué significa...?,3,¿Qué significa uwu?
Colombia,2020,¿Qué significa...?,4,¿Qué significa acab?
Colombia,2020,¿Qué significa...?,5,¿Qué significa urbi et orbi?
Colombia,2020,¿Qué es...?,1,¿Qué es el coronavirus?
Colombia,2020,¿Qué es...?,2,¿Qué es suánfonzon?
Colombia,2020,¿Qué es...?,3,¿Qué es una pandemia?
Colombia,2020,¿Qué es...?,4,¿Qué es isquemia?
Colombia,2020,¿Qué es...?,5,¿Qué es la minga?
Colombia,2020,Recetas,1,Recetas fáciles
Colombia,2020,Recetas,2,Recetas con carne molida
Colombia,2020,Recetas,3,Recetas con harina de trigo
Colombia,2020,Recetas,4,Recetas con pechuga de pollo
Colombia,2020,Recetas,5,Recetas con camarones
Costa Rica,2020,Tendencias 2020,1,Coronavirus
Costa Rica,2020,Tendencias 2020,2,Bono Proteger
Costa Rica,2020,Tendencias 2020,3,Elecciones Estados Unidos 2020
Costa Rica,2020,Tendencias 2020,4,Síntomas del coronavirus
Costa Rica,2020,Tendencias 2020,5,Zoom
Costa Rica,2020,Acontecimientos del año,1,Coronavirus
Costa Rica,2020,Acontecimientos del año,2,Elecciones Estados Unidos 2020
Costa Rica,2020,Acontecimientos del año,3,Huracán Eta
Costa Rica,2020,Acontecimientos del año,4,Año bisiesto
Costa Rica,2020,Acontecimientos del año,5,Beirut
Costa Rica,2020,COVID-19 en Costa Rica,1,Bono Proteger
Costa Rica,2020,COVID-19 en Costa Rica,2,Coronavirus Costa Rica
Costa Rica,2020,COVID-19 en Costa Rica,3,Síntomas del coronavirus
Costa Rica,2020,COVID-19 en Costa Rica,4,Consejos sobre el coronavirus
Costa Rica,2020,COVID-19 en Costa Rica,5,Restricción vehicular
Costa Rica,2020,Partidos de fútbol,1,Saprissa contra Municipal
Costa Rica,2020,Partidos de fútbol,2,Herediano contra LDA
Costa Rica,2020,Partidos de fútbol,3,Real Madrid contra Inter
Costa Rica,2020,Partidos de fútbol,4,Costa Rica vs Qatar
Costa Rica,2020,Partidos de fútbol,5,Sporting San José contra LDA
Costa Rica,2020,Los que se fueron,1,Kobe Bryant
Costa Rica,2020,Los que se fueron,2,Maradona
Costa Rica,2020,Los que se fueron,3,Naya Rivera
Costa Rica,2020,Los que se fueron,4,Allison Bonilla
Costa Rica,2020,Los que se fueron,5,Chadwick Boseman
Costa Rica,2020,Películas,1,Milagro en la celda 7
Costa Rica,2020,Películas,2,365 Dni
Costa Rica,2020,Películas,3,Parasite
Costa Rica,2020,Películas,4,Wonder
Costa Rica,2020,Películas,5,Anabelle
Costa Rica,2020,"Novelas, Series y Programas TV",1,Élite
Costa Rica,2020,"Novelas, Series y Programas TV",2,Anne with an E
Costa Rica,2020,"Novelas, Series y Programas TV",3,Todo por mi hija
Costa Rica,2020,"Novelas, Series y Programas TV",4,Umbrella Academy
Costa Rica,2020,"Novelas, Series y Programas TV",5,The Witcher
Costa Rica,2020,Personajes del año,1,Joe Biden
Costa Rica,2020,Personajes del año,2,Donald Trump
Costa Rica,2020,Personajes del año,3,Daniel Ortega
Costa Rica,2020,Personajes del año,4,Kim Jong-un
Costa Rica,2020,Personajes del año,5,Carlo Acutis
Costa Rica,2020,"Música (artistas, canciones y grupos)",1,Tusa
Costa Rica,2020,"Música (artistas, canciones y grupos)",2,Bryan Ganoza
Costa Rica,2020,"Música (artistas, canciones y grupos)",3,August Alsina
Costa Rica,2020,"Música (artistas, canciones y grupos)",4,Sam Smith
Costa Rica,2020,"Música (artistas, canciones y grupos)",5,Kanye West
Costa Rica,2020,¿Qué es...?,1,¿Qué es el coronavirus?
Costa Rica,2020,¿Qué es...?,2,¿Qué es suánfonzon?
Costa Rica,2020,¿Qué es...?,3,¿Qué es toque de queda?
Costa Rica,2020,¿Qué es...?,4,¿Qué es tusa?
Costa Rica,2020,¿Qué es...?,5,¿Qué es una pandemia?
Costa Rica,2020,¿Cómo...?,1,¿Cómo van las votaciones de Estados Unidos?
Costa Rica,2020,¿Cómo...?,2,¿Cómo hacer alcohol en gel?
Costa Rica,2020,¿Cómo...?,3,¿Cómo se llama el hijo de Cosmo y Wanda?
Costa Rica,2020,¿Cómo...?,4,¿Cómo jugar parchís?
Costa Rica,2020,¿Cómo...?,5,¿Cómo saber si me aprobaron el bono proteger?
Costa Rica,2020,Mujeres 2020,1,Belinda
Costa Rica,2020,Mujeres 2020,2,Fabiola Herra
Costa Rica,2020,Mujeres 2020,3,Eva Luna Montaner
Costa Rica,2020,Mujeres 2020,4,Chloe Ting
Costa Rica,2020,Mujeres 2020,5,Maite Perroni
Croatia,2020,Najtraženiji pojmovi u Hrvatskoj,1,Koronavirus
Croatia,2020,Najtraženiji pojmovi u Hrvatskoj,2,Google Classroom
Croatia,2020,Najtraženiji pojmovi u Hrvatskoj,3,Office 365 za škole
Croatia,2020,Najtraženiji pojmovi u Hrvatskoj,4,Potres Zagreb
Croatia,2020,Najtraženiji pojmovi u Hrvatskoj,5,Kobe Bryant
Croatia,2020,Recepti,1,Kruh recept
Croatia,2020,Recepti,2,Palačinke recept
Croatia,2020,Recepti,3,Dalgona kava recept
Croatia,2020,Recepti,4,Musaka recept
Croatia,2020,Recepti,5,Pizza recept
Croatia,2020,TV serije,1,La Casa de Papel
Croatia,2020,TV serije,2,Ljubav osvetnika
Croatia,2020,TV serije,3,Drugo ime ljubavi
Croatia,2020,TV serije,4,Južni vetar
Croatia,2020,TV serije,5,Broadchurch
Croatia,2020,Aplikacije,1,Aplikacija ePropusnice
Croatia,2020,Aplikacije,2,Aplikacija Zoom
Croatia,2020,Aplikacije,3,Aplikacija „Andrija“
Croatia,2020,Aplikacije,4,Aplikacija SuperSport
Croatia,2020,Aplikacije,5,Aplikacija PBZ
Croatia,2020,Događanja,1,Potres
Croatia,2020,Događanja,2,Izbori SAD
Croatia,2020,Događanja,3,Izbori
Croatia,2020,Događanja,4,Hrvatska - Portugal
Croatia,2020,Događanja,5,Rukomet Euro
Croatia,2020,Kako...?,1,Kako napraviti kvasac
Croatia,2020,Kako...?,2,Kako napraviti sredstvo za dezinfekciju
Croatia,2020,Kako...?,3,Kako do e-Propusnice
Croatia,2020,Kako...?,4,Kako napraviti masku
Croatia,2020,Kako...?,5,Kako nastaje potres
Czechia,2020,Trendy roku,1,Koronavirus
Czechia,2020,Trendy roku,2,Volby USA
Czechia,2020,Trendy roku,3,ČT24
Czechia,2020,Trendy roku,4,Google Classroom
Czechia,2020,Trendy roku,5,Ministerstvo zdravotnictví
Czechia,2020,České osobnosti,1,Roman Prymula
Czechia,2020,České osobnosti,2,Adam Vojtěch
Czechia,2020,České osobnosti,3,Jaroslav Flegr
Czechia,2020,České osobnosti,4,Kazma
Czechia,2020,České osobnosti,5,Jordan Haj
Czechia,2020,Zahraniční osobnosti,1,Joe Biden
Czechia,2020,Zahraniční osobnosti,2,Donald Trump
Czechia,2020,Zahraniční osobnosti,3,Billie Eilish
Czechia,2020,Zahraniční osobnosti,4,Kamala Harris
Czechia,2020,Zahraniční osobnosti,5,Kim Čong-un
Czechia,2020,Smutná loučení,1,Kobe Bryant
Czechia,2020,Smutná loučení,2,Chadwick Boseman
Czechia,2020,Smutná loučení,3,Diego Maradona
Czechia,2020,Smutná loučení,4,Eva Pilarová
Czechia,2020,Smutná loučení,5,George Floyd
Czechia,2020,České televizní pořady,1,Slunečná
Czechia,2020,České televizní pořady,2,Svatba na první pohled
Czechia,2020,České televizní pořady,3,Peče celá země
Czechia,2020,České televizní pořady,4,Masterchef
Czechia,2020,České televizní pořady,5,Superstar
Czechia,2020,Jak?,1,Jak vyrobit roušku
Czechia,2020,Jak?,2,Jak nosit roušku
Czechia,2020,Jak?,3,Jak naladit ČT3
Czechia,2020,Jak?,4,Jak vyrobit dezinfekci na ruce
Czechia,2020,Jak?,5,Jak upéct husu
Denmark,2020,Bedste...,1,Romkugler
Denmark,2020,Bedste...,2,Kanelsnegle
Denmark,2020,Bedste...,3,Støvsuger
Denmark,2020,Bedste...,4,Film på Netflix
Denmark,2020,Bedste...,5,Brownie
Denmark,2020,Danskere,1,Lotte Rod
Denmark,2020,Danskere,2,Morten Østergaard
Denmark,2020,Danskere,3,Daniel Åxman
Denmark,2020,Danskere,4,Yahya Hassan
Denmark,2020,Danskere,5,Frank Jensen
Denmark,2020,Dem vi sagde farvel til,1,Kobe Bryant
Denmark,2020,Dem vi sagde farvel til,2,Yahya Hassan
Denmark,2020,Dem vi sagde farvel til,3,Søren Spanning
Denmark,2020,Dem vi sagde farvel til,4,Naya Rivera
Denmark,2020,Dem vi sagde farvel til,5,Michael Bundesen
Denmark,2020,Hjemmelavet...,1,Håndsprit
Denmark,2020,Hjemmelavet...,2,Mundbind
Denmark,2020,Hjemmelavet...,3,Pasta
Denmark,2020,Hjemmelavet...,4,Flødeboller
Denmark,2020,Hjemmelavet...,5,Modellervoks
Denmark,2020,Mest trendende søgninger,1,Coronavirus
Denmark,2020,Mest trendende søgninger,2,Matematikfessor
Denmark,2020,Mest trendende søgninger,3,USA-valg
Denmark,2020,Mest trendende søgninger,4,Coronatest
Denmark,2020,Mest trendende søgninger,5,Grammatip
Denmark,2020,Musik,1,Pernille Rosendahl
Denmark,2020,Musik,2,Bent Fabricius-Bjerre
Denmark,2020,Musik,3,Lars H.U.G.
Denmark,2020,Musik,4,Kenny Rogers
Denmark,2020,Musik,5,Louise Hart
Denmark,2020,Spørgsmål,1,Hvor mange er smittet med corona i Danmark?
Denmark,2020,Spørgsmål,2,Hvor mange er døde af corona i Danmark?
Denmark,2020,Spørgsmål,3,Hvem er præsident i USA?
Denmark,2020,Spørgsmål,4,Hvad er klokken i USA?
Denmark,2020,Spørgsmål,5,Hvor mange må man være sammen?
Denmark,2020,Udenlandske personer,1,Joe Biden
Denmark,2020,Udenlandske personer,2,Kobe Bryant
Denmark,2020,Udenlandske personer,3,Marsha P. Johnson
Denmark,2020,Udenlandske personer,4,Donald Trump
Denmark,2020,Udenlandske personer,5,Naya Rivera
Denmark,2020,Under juletræet,1,Playstation 5
Denmark,2020,Under juletræet,2,Xbox Series X
Denmark,2020,Under juletræet,3,Jordan 1
Denmark,2020,Under juletræet,4,Dreamroom Projector
Denmark,2020,Under juletræet,5,iPhone 12
Egypt,2020,الأسئلة,1,نصيحة عن فيروس كورونا
Egypt,2020,الأسئلة,2,كيف اتمرن في المنزل
Egypt,2020,الأسئلة,3,كيفية كتابة السيرة الذاتية
Egypt,2020,الأسئلة,4,أفكارعشاء صحي سريع
Egypt,2020,الأسئلة,5,نصائح للحفاظ على البيئة
Egypt,2020,الأغاني,1,عود البطل
Egypt,2020,الأغاني,2,بنت الجيران
Egypt,2020,الأغاني,3,مهرجان هلا والله
Egypt,2020,الأغاني,4,عود البنات
Egypt,2020,الأغاني,5,شمس المجره
Egypt,2020,المسلسلات,1,مسلسل الإختيار
Egypt,2020,المسلسلات,2,ما وراء الطبيعة
Egypt,2020,المسلسلات,3,مسلسل البرنس
Egypt,2020,المسلسلات,4,مسلسل النهاية
Egypt,2020,المسلسلات,5,La Casa De Papel
Egypt,2020,المشاهير والشخصيات العامة,1,حنين حسام
Egypt,2020,المشاهير والشخصيات العامة,2,حسن شاكوش
Egypt,2020,المشاهير والشخصيات العامة,3,محمد شومان
Egypt,2020,المشاهير والشخصيات العامة,4,مؤمن زكريا
Egypt,2020,المشاهير والشخصيات العامة,5,رمضان صبحي
Egypt,2020,عمليات البحث الأكثر رواجاً,1,كوفيد-19
Egypt,2020,عمليات البحث الأكثر رواجاً,2,نتيجة الثانوية العامة 2020
Egypt,2020,عمليات البحث الأكثر رواجاً,3,دعم مصر
Egypt,2020,عمليات البحث الأكثر رواجاً,4,الانتخابات الأمريكية
Egypt,2020,عمليات البحث الأكثر رواجاً,5,الدوري المصري
Egypt,2020,مباريات الدوري المصري لكرة القدم الأكثر رواجاً,1,الأهلي ضد الزمالك
Egypt,2020,مباريات الدوري المصري لكرة القدم الأكثر رواجاً,2,الزمالك ضد الترجي
Egypt,2020,مباريات الدوري المصري لكرة القدم الأكثر رواجاً,3,الأهلي ضد طنطا
Egypt,2020,مباريات الدوري المصري لكرة القدم الأكثر رواجاً,4,الأهلي ضد المصري
Egypt,2020,مباريات الدوري المصري لكرة القدم الأكثر رواجاً,5,الهلال ضد الأهلي
Estonia,2020,Enim otsitud märksõnad,1,Terviseamet
Estonia,2020,Enim otsitud märksõnad,2,Koroonaviirus
Estonia,2020,Enim otsitud märksõnad,3,Stuudium
Estonia,2020,Enim otsitud märksõnad,4,Google Classroom
Estonia,2020,Enim otsitud märksõnad,5,Kobe Bryant
Estonia,2020,Filmid,1,Tenet
Estonia,2020,Filmid,2,Tõde ja õigus
Estonia,2020,Filmid,3,Harry Potter
Estonia,2020,Filmid,4,Fred Jüssi film
Estonia,2020,Filmid,5,Talve film
Estonia,2020,Inimesed,1,Kobe Bryant
Estonia,2020,Inimesed,2,Jaan Kross
Estonia,2020,Inimesed,3,Joe Biden
Estonia,2020,Inimesed,4,Mikk Pärnits
Estonia,2020,Inimesed,5,Toomas Uibo
Finland,2020,Puheenaiheet,1,Koronavirus
Finland,2020,Puheenaiheet,2,USA vaalit
Finland,2020,Puheenaiheet,3,THL
Finland,2020,Puheenaiheet,4,CNN
Finland,2020,Puheenaiheet,5,Koronavirus oireet
Finland,2020,Uutiset,1,Koronavirus
Finland,2020,Uutiset,2,USA vaalit
Finland,2020,Uutiset,3,Trump vs Biden
Finland,2020,Uutiset,4,Uusimaa
Finland,2020,Uutiset,5,Trump Twitter
Finland,2020,Henkilöt,1,Janita Lukkarinen
Finland,2020,Henkilöt,2,Kobe Bryant
Finland,2020,Henkilöt,3,Ressu Redford
Finland,2020,Henkilöt,4,Joe Biden
Finland,2020,Henkilöt,5,Mariska
Finland,2020,Miten,1,Miten koronavirus tarttuu
Finland,2020,Miten,2,Miten korona alkaa
Finland,2020,Miten,3,Miten laihtua
Finland,2020,Miten,4,Miten koronavilkku toimii
Finland,2020,Miten,5,Miten saada rahaa
Finland,2020,Reseptit,1,Perunasalaatti
Finland,2020,Reseptit,2,Kuusenkerkkäsiirappi
Finland,2020,Reseptit,3,Kuusenkerkkä
Finland,2020,Reseptit,4,Ruusukaali
Finland,2020,Reseptit,5,Suppilovahvero
Finland,2020,Viihde,1,Big Brother
Finland,2020,Viihde,2,Among Us
Finland,2020,Viihde,3,Ex on the Beach Suomi
Finland,2020,Viihde,4,Masked Singer
Finland,2020,Viihde,5,Parasite
France,2020,Tendances de l'année,1,Coronavirus
France,2020,Tendances de l'année,2,Attestation Covid
France,2020,Tendances de l'année,3,Election américaine
France,2020,Tendances de l'année,4,Coronavirus conseils
France,2020,Tendances de l'année,5,PS5
France,2020,Informations / Actualités,1,Election américaine
France,2020,Informations / Actualités,2,Benjamin Griveaux
France,2020,Informations / Actualités,3,Joe Biden
France,2020,Informations / Actualités,4,Ministère Intérieur
France,2020,Informations / Actualités,5,Jean Castex
France,2020,Les personnalités politiques,1,Benjamin Griveaux
France,2020,Les personnalités politiques,2,Joe Biden
France,2020,Les personnalités politiques,3,Jean Castex
France,2020,Les personnalités politiques,4,Kim Jong Un
France,2020,Les personnalités politiques,5,Boris Johnson
France,2020,Coronavirus,1,Coronavirus
France,2020,Coronavirus,2,Attestation Covid
France,2020,Coronavirus,3,Coronavirus conseils
France,2020,Coronavirus,4,Attestation de déplacement sur smartphone
France,2020,Coronavirus,5,Coronavirus Italie
France,2020,A la maison,1,Ma classe à la maison
France,2020,A la maison,2,Pain maison
